Name,Age,Overall Rating,Potential,Team,Contract expiry,Height,Weight,Strong foot,Value,Full Name,date,year
R. Schäfer,,,,,,,,,,Raphael Schäfer,"Feb 22, 2007",FIFA 07
D. Żuraw,,,,,,,,,,Dariusz Żuraw,"Feb 22, 2007",FIFA 07
I. Amanatidis,,,,,,,,,,Ioannis Amanatidis,"Feb 22, 2007",FIFA 07
N. Ventola,,,,,,,,,,Nicola Ventola,"Feb 22, 2007",FIFA 07
Maicon,,,,,,,,,,Maicon,"Feb 22, 2007",FIFA 07
R. Baronio,,,,,,,,,,Roberto Baronio,"Feb 22, 2007",FIFA 07
A. Makinwa,,,,,,,,,,Ayodele Makinwa,"Feb 22, 2007",FIFA 07
I. Budan,,,,,,,,,,Igor Budan,"Feb 22, 2007",FIFA 07
M. Di Loreto,,,,,,,,,,Marco Di Loreto,"Feb 22, 2007",FIFA 07
E. Abbruscato,,,,,,,,,,Elvis Abbruscato,"Feb 22, 2007",FIFA 07
P. Barreto,,,,,,,,,,Paulo Vitor Barreto,"Feb 22, 2007",FIFA 07
L. D'Anna,,,,,,,,,,Lorenzo D'Anna,"Feb 22, 2007",FIFA 07
F. Cossato,,,,,,,,,,Federico Cossato,"Feb 22, 2007",FIFA 07
L. Sala,,,,,,,,,,Luigi Sala,"Feb 22, 2007",FIFA 07
F. Simplício,,,,,,,,,,Fábio Simplício,"Feb 22, 2007",FIFA 07
F. Galante,,,,,,,,,,Fabio Galante,"Feb 22, 2007",FIFA 07
J. Vidigal,,,,,,,,,,José Luis Vidigal,"Feb 22, 2007",FIFA 07
A. Parisi,,,,,,,,,,Alessandro Parisi,"Feb 22, 2007",FIFA 07
S. Bjelanovic,,,,,,,,,,Sasa Bjelanovic,"Feb 22, 2007",FIFA 07
G. Spinesi,,,,,,,,,,Gionatha Spinesi,"Feb 22, 2007",FIFA 07
Zé Castro,,,,,,,,,,Zé Castro,"Feb 22, 2007",FIFA 07
T. Motta,,,,,,,,,,Thiago Motta,"Feb 22, 2007",FIFA 07
Movilla,,,,,,,,,,Movilla,"Feb 22, 2007",FIFA 07
Ewerthon,,,,,,,,,,Ewerthon,"Feb 22, 2007",FIFA 07
Aranzubia,,,,,,,,,,Aranzubia,"Feb 22, 2007",FIFA 07
Romero,,,,,,,,,,Romero,"Feb 22, 2007",FIFA 07
Pinto,,,,,,,,,,Pinto,"Feb 22, 2007",FIFA 07
Gustavo Lopez,,,,,,,,,,Gustavo Lopez,"Feb 22, 2007",FIFA 07
Baiano,,,,,,,,,,Baiano,"Feb 22, 2007",FIFA 07
Guayre,,,,,,,,,,Guayre,"Feb 22, 2007",FIFA 07
Maxi López,,,,,,,,,,Maxi López,"Feb 22, 2007",FIFA 07
A. Basinas,,,,,,,,,,Angelos Basinas,"Feb 22, 2007",FIFA 07
Aganzo,,,,,,,,,,Aganzo,"Feb 22, 2007",FIFA 07
Mora,,,,,,,,,,Mora,"Feb 22, 2007",FIFA 07
Raúl Albiol,,,,,,,,,,Raúl Albiol,"Feb 22, 2007",FIFA 07
Cruchaga,,,,,,,,,,Cruchaga,"Feb 22, 2007",FIFA 07
Josetxo,,,,,,,,,,Josetxo,"Feb 22, 2007",FIFA 07
Webó,,,,,,,,,,Webó,"Feb 22, 2007",FIFA 07
Fernando Sales,,,,,,,,,,Fernando Sales,"Feb 22, 2007",FIFA 07
I. Uche,,,,,,,,,,Ikechuwku Uche,"Feb 22, 2007",FIFA 07
S. Davis,,,,,,,,,,Steven Davis,"Feb 22, 2007",FIFA 07
R. Savage,,,,,,,,,,Robbie Savage,"Feb 22, 2007",FIFA 07
K. Tugay,,,,,,,,,,Kerimoglu Tugay,"Feb 22, 2007",FIFA 07
S. Reid,,,,,,,,,,Steven Reid,"Feb 22, 2007",FIFA 07
R. Gardner,,,,,,,,,,Ricardo Gardner,"Feb 22, 2007",FIFA 07
H. Pedersen,,,,,,,,,,Henrik Pedersen,"Feb 22, 2007",FIFA 07
I. Campo,,,,,,,,,,Iván Campo,"Feb 22, 2007",FIFA 07
W. Bridge,,,,,,,,,,Wayne Bridge,"Feb 22, 2007",FIFA 07
R. Fowler,,,,,,,,,,Robbie Fowler,"Feb 22, 2007",FIFA 07
B. Zenden,,,,,,,,,,Boudewijn Zenden,"Feb 22, 2007",FIFA 07
J. Pennant,,,,,,,,,,Jermaine Pennant,"Feb 22, 2007",FIFA 07
K. Richardson,,,,,,,,,,Kieran Richardson,"Feb 22, 2007",FIFA 07
C. Moore,,,,,,,,,,Craig Moore,"Feb 22, 2007",FIFA 07
K. Dyer,,,,,,,,,,Kieron Dyer,"Feb 22, 2007",FIFA 07
T. Tainio,,,,,,,,,,Teemu Tainio,"Feb 22, 2007",FIFA 07
D. Murphy,,,,,,,,,,Danny Murphy,"Feb 22, 2007",FIFA 07
M. Etherington,,,,,,,,,,Matthew Etherington,"Feb 22, 2007",FIFA 07
A. Faye,,,,,,,,,,Amdy Faye,"Feb 22, 2007",FIFA 07
L. Young,,,,,,,,,,Luke Young,"Feb 22, 2007",FIFA 07
C. John,,,,,,,,,,Collins John,"Feb 22, 2007",FIFA 07
D. James,,,,,,,,,,David James,"Feb 22, 2007",FIFA 07
P. Mendes,,,,,,,,,,Pedro Mendes,"Feb 22, 2007",FIFA 07
M. Taylor,,,,,,,,,,Matthew Taylor,"Feb 22, 2007",FIFA 07
R. Hulse,,,,,,,,,,Rob Hulse,"Feb 22, 2007",FIFA 07
C. Kirkland,,,,,,,,,,Chris Kirkland,"Feb 22, 2007",FIFA 07
L. Valencia,,,,,,,,,,Luis Antonio Valencia,"Feb 22, 2007",FIFA 07
D. Jemmali,,,,,,,,,,David Jemmali,"Feb 22, 2007",FIFA 07
F. Jurietti,,,,,,,,,,Franck Jurietti,"Feb 22, 2007",FIFA 07
F. Cavenaghi,,,,,,,,,,Fernando Cavenaghi,"Feb 22, 2007",FIFA 07
A. Coulibaly,,,,,,,,,,Adama Coulibaly,"Feb 22, 2007",FIFA 07
M. Debuchy,,,,,,,,,,Mathieu Debuchy,"Feb 22, 2007",FIFA 07
H. Ben Arfa,,,,,,,,,,Hatem Ben Arfa,"Feb 22, 2007",FIFA 07
M. Cetto,,,,,,,,,,Mauro Cetto,"Feb 22, 2007",FIFA 07
F. Balmont,,,,,,,,,,Florent Balmont,"Feb 22, 2007",FIFA 07
B. Koné,,,,,,,,,,Bakari Koné,"Feb 22, 2007",FIFA 07
P. Frau,,,,,,,,,,Pierre-Alain Frau,"Feb 22, 2007",FIFA 07
S. Traoré,,,,,,,,,,Sammy Traoré,"Feb 22, 2007",FIFA 07
E. Edman,,,,,,,,,,Erik Edman,"Feb 22, 2007",FIFA 07
M. Niang,,,,,,,,,,Mamadou Niang,"Feb 22, 2007",FIFA 07
B. Cesar,,,,,,,,,,Bostjan Cesar,"Feb 22, 2007",FIFA 07
A. Emana,,,,,,,,,,Achille Emana,"Feb 22, 2007",FIFA 07
L. Batlles,,,,,,,,,,Laurent Batlles,"Feb 22, 2007",FIFA 07
Z. Camara,,,,,,,,,,Zoumana Camara,"Feb 22, 2007",FIFA 07
J. Sablé,,,,,,,,,,Julien Sablé,"Feb 22, 2007",FIFA 07
N. Penneteau,,,,,,,,,,Nicolas Penneteau,"Feb 22, 2007",FIFA 07
M. Karimi,,,,,,,,,,Mohammed Ali Karimi,"Feb 22, 2007",FIFA 07
F. Kringe,,,,,,,,,,Florian Kringe,"Feb 22, 2007",FIFA 07
P. Kluge,,,,,,,,,,Peer Kluge,"Feb 22, 2007",FIFA 07
B. Sanogo,,,,,,,,,,Boubacar Sanogo,"Feb 22, 2007",FIFA 07
M. Babic,,,,,,,,,,Marko Babic,"Feb 22, 2007",FIFA 07
C. Fritz,,,,,,,,,,Clemens Fritz,"Feb 22, 2007",FIFA 07
F. Vata,,,,,,,,,,Fatmir Vata,"Feb 22, 2007",FIFA 07
M. Zidan,,,,,,,,,,Mohamed Zidan,"Feb 22, 2007",FIFA 07
N. Noveski,,,,,,,,,,Nikolce Noveski,"Feb 22, 2007",FIFA 07
J. Polak,,,,,,,,,,Jan Polak,"Feb 22, 2007",FIFA 07
T. Brdaric,,,,,,,,,,Thomas Brdaric,"Feb 22, 2007",FIFA 07
F. Fahrenhorst,,,,,,,,,,Frank Fahrenhorst,"Feb 22, 2007",FIFA 07
Vinicius,,,,,,,,,,Vinicius,"Feb 22, 2007",FIFA 07
A. Vasoski,,,,,,,,,,Aleksandar Vasoski,"Feb 22, 2007",FIFA 07
L. Zauri,,,,,,,,,,Luciano Zauri,"Feb 22, 2007",FIFA 07
S. Cribari,,,,,,,,,,Sanchez Emilson Cribari,"Feb 22, 2007",FIFA 07
G. Pandev,,,,,,,,,,Goran Pandev,"Feb 22, 2007",FIFA 07
G. Stendardo,,,,,,,,,,Guglielmo Stendardo,"Feb 22, 2007",FIFA 07
M. Diakitè,,,,,,,,,,Modibo Diakitè,"Feb 22, 2007",FIFA 07
G. Favalli,,,,,,,,,,Giuseppe Favalli,"Feb 22, 2007",FIFA 07
A. Costacurta,,,,,,,,,,Alessandro Costacurta,"Feb 22, 2007",FIFA 07
C. Brocchi,,,,,,,,,,Christian Brocchi,"Feb 22, 2007",FIFA 07
V. Kutuzov,,,,,,,,,,Vitaly Kutuzov,"Feb 22, 2007",FIFA 07
C. Panucci,,,,,,,,,,Christian Panucci,"Feb 22, 2007",FIFA 07
R. Stellone,,,,,,,,,,Roberto Stellone,"Feb 22, 2007",FIFA 07
D. De Ascentis,,,,,,,,,,Diego De Ascentis,"Feb 22, 2007",FIFA 07
I. Franceschini,,,,,,,,,,Ivan Franceschini,"Feb 22, 2007",FIFA 07
G. Pinzi,,,,,,,,,,Giampiero Pinzi,"Feb 22, 2007",FIFA 07
Felipe,,,,,,,,,,Felipe,"Feb 22, 2007",FIFA 07
D. Zenoni,,,,,,,,,,Damiano Zenoni,"Feb 22, 2007",FIFA 07
A. Coda,,,,,,,,,,Andrea Coda,"Feb 22, 2007",FIFA 07
A. Gyan,,,,,,,,,,Asamoah Gyan,"Feb 22, 2007",FIFA 07
N. Ascoli,,,,,,,,,,Nicola Ascoli,"Feb 22, 2007",FIFA 07
C. Terlizzi,,,,,,,,,,Christian Terlizzi,"Feb 22, 2007",FIFA 07
M. Esposito,,,,,,,,,,Mauro Esposito,"Feb 22, 2007",FIFA 07
G. Biava,,,,,,,,,,Giuseppe Biava,"Feb 22, 2007",FIFA 07
F. Brienza,,,,,,,,,,Franco Brienza,"Feb 22, 2007",FIFA 07
S. Marcuccilli,,,,,,,,,,Silvio Marcuccilli,"Feb 22, 2007",FIFA 07
S. Pavan,,,,,,,,,,Simone Pavan,"Feb 22, 2007",FIFA 07
R. Rezaei,,,,,,,,,,Rahman Rezaei,"Feb 22, 2007",FIFA 07
E. Álvarez,,,,,,,,,,Edgar Álvarez,"Feb 22, 2007",FIFA 07
P. Zanetti,,,,,,,,,,Paolo Zanetti,"Feb 22, 2007",FIFA 07
M. Melara,,,,,,,,,,Matteo Melara,"Feb 22, 2007",FIFA 07
D. Dainelli,,,,,,,,,,Dario Dainelli,"Feb 22, 2007",FIFA 07
M. Blasi,,,,,,,,,,Manuele Blasi,"Feb 22, 2007",FIFA 07
G. Pazzini,,,,,,,,,,Giampaolo Pazzini,"Feb 22, 2007",FIFA 07
Fabiano Eller,,,,,,,,,,Fabiano Eller,"Feb 22, 2007",FIFA 07
G. Seitaridis,,,,,,,,,,Giourkas Seitaridis,"Feb 22, 2007",FIFA 07
S. Agüero,,,,,,,,,,Sergio Agüero,"Feb 22, 2007",FIFA 07
Manuel Pablo,,,,,,,,,,Manuel Pablo,"Feb 22, 2007",FIFA 07
F. Coloccini,,,,,,,,,,Fabricio Coloccini,"Feb 22, 2007",FIFA 07
Riki,,,,,,,,,,Riki,"Feb 22, 2007",FIFA 07
Michel Salgado,,,,,,,,,,Michel Salgado,"Feb 22, 2007",FIFA 07
Piqué,,,,,,,,,,Piqué,"Feb 22, 2007",FIFA 07
N. Canobbio,,,,,,,,,,Néstor Fabián Canobbio,"Feb 22, 2007",FIFA 07
Nené,,,,,,,,,,Nené,"Feb 22, 2007",FIFA 07
Rufete,,,,,,,,,,Rufete,"Feb 22, 2007",FIFA 07
P. Zabaleta,,,,,,,,,,Pablo Javier Zabaleta,"Feb 22, 2007",FIFA 07
J. Arango,,,,,,,,,,Juan Fernando Arango,"Feb 22, 2007",FIFA 07
Álvaro Novo,,,,,,,,,,Álvaro Novo,"Feb 22, 2007",FIFA 07
Silva,,,,,,,,,,Silva,"Feb 22, 2007",FIFA 07
A. Hinkel,,,,,,,,,,Andreas Hinkel,"Feb 22, 2007",FIFA 07
C. Poulsen,,,,,,,,,,Christian Poulsen,"Feb 22, 2007",FIFA 07
Javi Navarro,,,,,,,,,,Javi Navarro,"Feb 22, 2007",FIFA 07
G. Franco,,,,,,,,,,Guillermo Franco,"Feb 22, 2007",FIFA 07
F. Fuentes,,,,,,,,,,Fabricio Fuentes,"Feb 22, 2007",FIFA 07
J. López Vallejo,,,,,,,,,,Javier López Vallejo,"Feb 22, 2007",FIFA 07
Tena,,,,,,,,,,Tena,"Feb 22, 2007",FIFA 07
Campano,,,,,,,,,,Campano,"Feb 22, 2007",FIFA 07
Gil,,,,,,,,,,Gil,"Feb 22, 2007",FIFA 07
M. Flamini,,,,,,,,,,Mathieu Flamini,"Feb 22, 2007",FIFA 07
T. Walcott,,,,,,,,,,Theo Walcott,"Feb 22, 2007",FIFA 07
G. McCann,,,,,,,,,,Gavin McCann,"Feb 22, 2007",FIFA 07
R. Nelsen,,,,,,,,,,Ryan Nelsen,"Feb 22, 2007",FIFA 07
J. Roberts,,,,,,,,,,Jason Roberts,"Feb 22, 2007",FIFA 07
D. Bentley,,,,,,,,,,David Bentley,"Feb 22, 2007",FIFA 07
A. Méité,,,,,,,,,,Abdoulaye Méité,"Feb 22, 2007",FIFA 07
R. Wright,,,,,,,,,,Richard Wright,"Feb 22, 2007",FIFA 07
T. Cahill,,,,,,,,,,Tim Cahill,"Feb 22, 2007",FIFA 07
J. Lescott,,,,,,,,,,Jolean Lescott,"Feb 22, 2007",FIFA 07
L. Osman,,,,,,,,,,Leon Osman,"Feb 22, 2007",FIFA 07
O. Dabo,,,,,,,,,,Ousmane Dabo,"Feb 22, 2007",FIFA 07
D. Mills,,,,,,,,,,Danny Mills,"Feb 22, 2007",FIFA 07
O. Solskjær,,,,,,,,,,Ole Gunnar Solskjær,"Feb 22, 2007",FIFA 07
T. Kuszczak,,,,,,,,,,Tomasz Kuszczak,"Feb 22, 2007",FIFA 07
J. Milner,,,,,,,,,,James Milner,"Feb 22, 2007",FIFA 07
Mido,,,,,,,,,,Mido,"Feb 22, 2007",FIFA 07
P. Konchesky,,,,,,,,,,Paul Konchesky,"Feb 22, 2007",FIFA 07
R. Green,,,,,,,,,,Robert Green,"Feb 22, 2007",FIFA 07
C. Davenport,,,,,,,,,,Calum Davenport,"Feb 22, 2007",FIFA 07
M. Holland,,,,,,,,,,Matt Holland,"Feb 22, 2007",FIFA 07
F. Queudrue,,,,,,,,,,Franck Queudrue,"Feb 22, 2007",FIFA 07
H. Helguson,,,,,,,,,,Heidar Helguson,"Feb 22, 2007",FIFA 07
A. O'Brien,,,,,,,,,,Andy O'Brien,"Feb 22, 2007",FIFA 07
Douala,,,,,,,,,,Douala,"Feb 22, 2007",FIFA 07
G. O'Neil,,,,,,,,,,Gary O'Neil,"Feb 22, 2007",FIFA 07
Seol Ki Hyeon,,,,,,,,,,Seol Ki Hyeon,"Feb 22, 2007",FIFA 07
L. Bromby,,,,,,,,,,Leigh Bromby,"Feb 22, 2007",FIFA 07
C. Powell,,,,,,,,,,Chris Powell,"Feb 22, 2007",FIFA 07
L. Baines,,,,,,,,,,Leighton Baines,"Feb 22, 2007",FIFA 07
B. Cheyrou,,,,,,,,,,Benoît Cheyrou,"Feb 22, 2007",FIFA 07
E. Carrière,,,,,,,,,,Eric Carrière,"Feb 22, 2007",FIFA 07
Y. Demont,,,,,,,,,,Yohan Demont,"Feb 22, 2007",FIFA 07
S. Lichtsteiner,,,,,,,,,,Stephan Lichtsteiner,"Feb 22, 2007",FIFA 07
Michel Bastos,,,,,,,,,,Michel Bastos,"Feb 22, 2007",FIFA 07
S. Govou,,,,,,,,,,Sidney Govou,"Feb 22, 2007",FIFA 07
J. Berthod,,,,,,,,,,Jérémy Berthod,"Feb 22, 2007",FIFA 07
K. Benzema,,,,,,,,,,Karim Benzema,"Feb 22, 2007",FIFA 07
M. Kallon,,,,,,,,,,Mohamed Kallon,"Feb 22, 2007",FIFA 07
Bolívar,,,,,,,,,,Bolívar,"Feb 22, 2007",FIFA 07
F. Da Rocha,,,,,,,,,,Frédéric Da Rocha,"Feb 22, 2007",FIFA 07
L. Guillon,,,,,,,,,,Loïc Guillon,"Feb 22, 2007",FIFA 07
C. Varrault,,,,,,,,,,Cédric Varrault,"Feb 22, 2007",FIFA 07
L. Laslandes,,,,,,,,,,Lilian Laslandes,"Feb 22, 2007",FIFA 07
F. Fiorèse,,,,,,,,,,Fabrice Fiorèse,"Feb 22, 2007",FIFA 07
T. Maoulida,,,,,,,,,,Toifilou Maoulida,"Feb 22, 2007",FIFA 07
R. Afolabi,,,,,,,,,,Rabiu Afolabi,"Feb 22, 2007",FIFA 07
B. Nivet,,,,,,,,,,Benjamin Nivet,"Feb 22, 2007",FIFA 07
F. Jau,,,,,,,,,,Fabrice Jau,"Feb 22, 2007",FIFA 07
Grafite,,,,,,,,,,Grafite,"Feb 22, 2007",FIFA 07
Romaric,,,,,,,,,,Romaric,"Feb 22, 2007",FIFA 07
C. Landrin,,,,,,,,,,Christophe Landrin,"Feb 22, 2007",FIFA 07
L. Diatta,,,,,,,,,,Lamine Diatta,"Feb 22, 2007",FIFA 07
Y. Hadji,,,,,,,,,,Youssouf Hadji,"Feb 22, 2007",FIFA 07
G. Bracigliano,,,,,,,,,,Gennaro Bracigliano,"Feb 22, 2007",FIFA 07
M. Rensing,,,,,,,,,,Michael Rensing,"Feb 22, 2007",FIFA 07
S. Pienaar,,,,,,,,,,Steven Pienaar,"Feb 22, 2007",FIFA 07
J. Guerrero,,,,,,,,,,José Paolo Guerrero,"Feb 22, 2007",FIFA 07
J. Sorín,,,,,,,,,,Juan Pablo Sorín,"Feb 22, 2007",FIFA 07
A. Voronin,,,,,,,,,,Andrej Voronin,"Feb 22, 2007",FIFA 07
S. Kießling,,,,,,,,,,Stefan Kießling,"Feb 22, 2007",FIFA 07
P. Løvenkrands,,,,,,,,,,Peter Løvenkrands,"Feb 22, 2007",FIFA 07
M. Babbel,,,,,,,,,,Markus Babbel,"Feb 22, 2007",FIFA 07
Hugo Almeida,,,,,,,,,,Hugo Almeida,"Feb 22, 2007",FIFA 07
J. Böhme,,,,,,,,,,Jörg Böhme,"Feb 22, 2007",FIFA 07
M. Hain,,,,,,,,,,Mathias Hain,"Feb 22, 2007",FIFA 07
S. Zuma,,,,,,,,,,Sibusiso Zuma,"Feb 22, 2007",FIFA 07
T. Zdebel,,,,,,,,,,Thomas Zdebel,"Feb 22, 2007",FIFA 07
A. Yahia,,,,,,,,,,Anther Yahia,"Feb 22, 2007",FIFA 07
T. Gekas,,,,,,,,,,Theofanis Gekas,"Feb 22, 2007",FIFA 07
E. Cairo,,,,,,,,,,Ellery Cairo,"Feb 22, 2007",FIFA 07
M. Feulner,,,,,,,,,,Markus Feulner,"Feb 22, 2007",FIFA 07
M. Engelhardt,,,,,,,,,,Marco Engelhardt,"Feb 22, 2007",FIFA 07
Gláuber,,,,,,,,,,Gláuber,"Feb 22, 2007",FIFA 07
J. Krzynówek,,,,,,,,,,Jacek Krzynówek,"Feb 22, 2007",FIFA 07
M. Hanke,,,,,,,,,,Mike Hanke,"Feb 22, 2007",FIFA 07
A. Madlung,,,,,,,,,,Alexander Madlung,"Feb 22, 2007",FIFA 07
J. Santana,,,,,,,,,,Jonathan Santana,"Feb 22, 2007",FIFA 07
J. Dos Santos,,,,,,,,,,Julio Daniel Dos Santos,"Feb 22, 2007",FIFA 07
A. Bruggink,,,,,,,,,,Arnold Bruggink,"Feb 22, 2007",FIFA 07
S. Cherundolo,,,,,,,,,,Steve Cherundolo,"Feb 22, 2007",FIFA 07
M. Thurk,,,,,,,,,,Michael Thurk,"Feb 22, 2007",FIFA 07
O. Nikolov,,,,,,,,,,Oka Nikolov,"Feb 22, 2007",FIFA 07
A. Meier,,,,,,,,,,Alexander Meier,"Feb 22, 2007",FIFA 07
Chris,,,,,,,,,,Chris,"Feb 22, 2007",FIFA 07
C. Doni,,,,,,,,,,Cristiano Doni,"Feb 22, 2007",FIFA 07
I. Tare,,,,,,,,,,Igli Tare,"Feb 22, 2007",FIFA 07
M. Tonetto,,,,,,,,,,Max Tonetto,"Feb 22, 2007",FIFA 07
M. Cassetti,,,,,,,,,,Marco Cassetti,"Feb 22, 2007",FIFA 07
A. Konan,,,,,,,,,,Axel Cedric Konan,"Feb 22, 2007",FIFA 07
G. Pancaro,,,,,,,,,,Giuseppe Pancaro,"Feb 22, 2007",FIFA 07
N. Lazetic,,,,,,,,,,Nikola Lazetic,"Feb 22, 2007",FIFA 07
G. D'Agostino,,,,,,,,,,Geatano D'Agostino,"Feb 22, 2007",FIFA 07
F. Semioli,,,,,,,,,,Franco Semioli,"Feb 22, 2007",FIFA 07
Luciano,,,,,,,,,,Luciano,"Feb 22, 2007",FIFA 07
G. Scurto,,,,,,,,,,Giuseppe Scurto,"Feb 22, 2007",FIFA 07
D. Adani,,,,,,,,,,Daniele Adani,"Feb 22, 2007",FIFA 07
A. Palombo,,,,,,,,,,Angelo Palombo,"Feb 22, 2007",FIFA 07
M. Frick,,,,,,,,,,Mario Frick,"Feb 22, 2007",FIFA 07
M. Maccarone,,,,,,,,,,Massimo Maccarone,"Feb 22, 2007",FIFA 07
P. Negro,,,,,,,,,,Paolo Negro,"Feb 22, 2007",FIFA 07
G. Pasquale,,,,,,,,,,Giovanni Pasquale,"Feb 22, 2007",FIFA 07
A. Di Napoli,,,,,,,,,,Arturo Di Napoli,"Feb 22, 2007",FIFA 07
P. Foglio,,,,,,,,,,Paolo Foglio,"Feb 22, 2007",FIFA 07
G. Corona,,,,,,,,,,Giorgio Corona,"Feb 22, 2007",FIFA 07
Jurado,,,,,,,,,,Jurado,"Feb 22, 2007",FIFA 07
Ezquerro,,,,,,,,,,Ezquerro,"Feb 22, 2007",FIFA 07
Lopo,,,,,,,,,,Lopo,"Feb 22, 2007",FIFA 07
Mejía,,,,,,,,,,Mejía,"Feb 22, 2007",FIFA 07
Celades,,,,,,,,,,Celades,"Feb 22, 2007",FIFA 07
Óscar,,,,,,,,,,Óscar,"Feb 22, 2007",FIFA 07
Aranzábal,,,,,,,,,,Aranzábal,"Feb 22, 2007",FIFA 07
Gabilondo,,,,,,,,,,Gabilondo,"Feb 22, 2007",FIFA 07
Sarriegi,,,,,,,,,,Sarriegi,"Feb 22, 2007",FIFA 07
Dani,,,,,,,,,,Dani,"Feb 22, 2007",FIFA 07
Robert,,,,,,,,,,Robert,"Feb 22, 2007",FIFA 07
Esteban,,,,,,,,,,Esteban,"Feb 22, 2007",FIFA 07
Prats,,,,,,,,,,Prats,"Feb 22, 2007",FIFA 07
Jonás,,,,,,,,,,Jonás,"Feb 22, 2007",FIFA 07
Colsa,,,,,,,,,,Colsa,"Feb 22, 2007",FIFA 07
Jesuli,,,,,,,,,,Jesuli,"Feb 22, 2007",FIFA 07
Hugo Viana,,,,,,,,,,Hugo Viana,"Feb 22, 2007",FIFA 07
L. Butelle,,,,,,,,,,Ludovic Butelle,"Feb 22, 2007",FIFA 07
Juanlu,,,,,,,,,,Juanlu,"Feb 22, 2007",FIFA 07
Aitor Ocio,,,,,,,,,,Aitor Ocio,"Feb 22, 2007",FIFA 07
Duda,,,,,,,,,,Duda,"Feb 22, 2007",FIFA 07
A. Tacchinardi,,,,,,,,,,Alessio Tacchinardi,"Feb 22, 2007",FIFA 07
M. Fernández,,,,,,,,,,Matías Fernández,"Feb 22, 2007",FIFA 07
D. Rosu,,,,,,,,,,Dimitriu L. Rosu,"Feb 22, 2007",FIFA 07
César Arzo,,,,,,,,,,César Arzo,"Feb 22, 2007",FIFA 07
C. Contra,,,,,,,,,,Cosmin Marius Contra,"Feb 22, 2007",FIFA 07
Belenguer,,,,,,,,,,Belenguer,"Feb 22, 2007",FIFA 07
Pulido,,,,,,,,,,Pulido,"Feb 22, 2007",FIFA 07
Sousa,,,,,,,,,,Sousa,"Feb 22, 2007",FIFA 07
Llera,,,,,,,,,,Llera,"Feb 22, 2007",FIFA 07
C. Sutton,,,,,,,,,,Chris Sutton,"Feb 22, 2007",FIFA 07
M. Laursen,,,,,,,,,,Martin Laursen,"Feb 22, 2007",FIFA 07
A. Hughes,,,,,,,,,,Aaron Hughes,"Feb 22, 2007",FIFA 07
S. Taylor,,,,,,,,,,Stuart Taylor,"Feb 22, 2007",FIFA 07
S. Henchoz,,,,,,,,,,Stéphane Henchoz,"Feb 22, 2007",FIFA 07
B. Emerton,,,,,,,,,,Brett Emerton,"Feb 22, 2007",FIFA 07
D. Dunn,,,,,,,,,,David Dunn,"Feb 22, 2007",FIFA 07
J. McFadden,,,,,,,,,,James McFadden,"Feb 22, 2007",FIFA 07
L. Carsley,,,,,,,,,,Lee Carsley,"Feb 22, 2007",FIFA 07
R. Dunne,,,,,,,,,,Richard Dunne,"Feb 22, 2007",FIFA 07
T. Sinclair,,,,,,,,,,Trevor Sinclair,"Feb 22, 2007",FIFA 07
C. Riggott,,,,,,,,,,Chris Riggott,"Feb 22, 2007",FIFA 07
S. Carr,,,,,,,,,,Stephen Carr,"Feb 22, 2007",FIFA 07
T. Bramble,,,,,,,,,,Titus Bramble,"Feb 22, 2007",FIFA 07
O. Onyewu,,,,,,,,,,Oguchi Onyewu,"Feb 22, 2007",FIFA 07
P. Stalteri,,,,,,,,,,Paul Stalteri,"Feb 22, 2007",FIFA 07
L. Bowyer,,,,,,,,,,Lee Bowyer,"Feb 22, 2007",FIFA 07
R. Carroll,,,,,,,,,,Roy Carroll,"Feb 22, 2007",FIFA 07
H. Mullins,,,,,,,,,,Hayden Mullins,"Feb 22, 2007",FIFA 07
J. Paintsil,,,,,,,,,,John Paintsil,"Feb 22, 2007",FIFA 07
T. Myhre,,,,,,,,,,Thomas Myhre,"Feb 22, 2007",FIFA 07
B. Thatcher,,,,,,,,,,Ben Thatcher,"Feb 22, 2007",FIFA 07
R. Kishishev,,,,,,,,,,Radostin Kishishev,"Feb 22, 2007",FIFA 07
T. El Karkouri,,,,,,,,,,Talal El Karkouri,"Feb 22, 2007",FIFA 07
D. Ambrose,,,,,,,,,,Darren Ambrose,"Feb 22, 2007",FIFA 07
J. Thomas,,,,,,,,,,Jerome Thomas,"Feb 22, 2007",FIFA 07
C. Jensen,,,,,,,,,,Claus Jensen,"Feb 22, 2007",FIFA 07
P. Christanval,,,,,,,,,,Philippe Christanval,"Feb 22, 2007",FIFA 07
T. Radzinski,,,,,,,,,,Tomasz Radzinski,"Feb 22, 2007",FIFA 07
C. Bocanegra,,,,,,,,,,Carlos Bocanegra,"Feb 22, 2007",FIFA 07
W. Routledge,,,,,,,,,,Wayne Routledge,"Feb 22, 2007",FIFA 07
S. Todorov,,,,,,,,,,Svetoslav Todorov,"Feb 22, 2007",FIFA 07
B. Mwaruwari,,,,,,,,,,Benjani Mwaruwari,"Feb 22, 2007",FIFA 07
D. Kitson,,,,,,,,,,Dave Kitson,"Feb 22, 2007",FIFA 07
B. Convey,,,,,,,,,,Bobby Convey,"Feb 22, 2007",FIFA 07
M. Hahnemann,,,,,,,,,,Marcus Hahnemann,"Feb 22, 2007",FIFA 07
